original input:
58040, 7797, 60419, 55618, 69891
83336, 10866, 94841, 37568, 94732
37596, 14575, 32391, 98844, 8191
89495, 59578, 68988, 77030, 58871
47113, 68725, 44053, 13991, 51488
63451, 92896, 85630, 24141, 63720
89693, 50538, 66241, 34386, 66524
25868, 56471, 70882, 76397, 34378
90654, 51671, 36497, 42061, 88316
860, 67798, 11739, 97989, 43189
25607, 1533, 74580, 35445, 30664
78233, 45631, 72313, 73905, 64769
90107, 8892, 30071, 99027, 78657
80737, 75354, 69, 46736, 90040
93627, 54658, 79792, 81758, 24410
83580, 67118, 55704, 52487, 68915
47646, 18937, 9280, 11267, 92856
17418, 21823, 54562, 66399, 43512
97358, 7397, 80645, 97308, 88862
44323, 49335, 46681, 28782, 43255
248, 4439, 29793, 84510, 82776
95892, 71118, 94954, 34675, 54472
85917, 63244, 4765, 48600, 42622
22802, 77266, 91122, 24550, 1662

scheme 1 (division) - modulo: 120, bucket size: 1, linear
# of collisions: 581, # of comparisons: 701, records inserted: 120, load factor: 1.0
63720,  66241,  46681,  4439,  34675
80645,  47646,  54472,  37568,  51488
248,  85917,  8892,  44053,  95892
49335,  92896,  36497,  50538,  17418
860,  24141,  63244,  48600,  55704
42622,  22802,  99027,  93627,  24550
84510,  8191,  45631,  29793,  94954
68915,  37596,  1662,  81758,  67118
90040,  94841,  9280,  66399,  66524
35445,  97358,  25607,  52487,  44323
24410,  69891,  94732,  89693,  90654
14575,  83336,  78657,  55618,  60419
59578,  34378,  42061,  74580,  30664
46736,  10866,  34386,  25868,  97989
85630,  58871,  13991,  47113,  56471
51671,  72313,  76397,  30071,  69
58040,  54658,  70882,  83580,  98844
68725,  54562,  43512,  7397,  64769
88862,  63451,  43255,  1533,  71118
89495,  92856,  80737,  18937,  11739
82776,  4765,  28782,  21823,  91122
73905,  77266,  90107,  68988,  43189
77030,  32391,  79792,  78233,  75354
11267,  88316,  7797,  67798,  97308

scheme 2 (division) - modulo: 120, bucket size: 1, quadratic
# of collisions: 266, # of comparisons: 379, records inserted: 113, load factor: 0.9416666666666667
63720,  66241,  11267,  97308,  46681
80645,  47646,  54472,  37568,  51488
63244,  248,  8892,  44053,  None
49335,  92896,  36497,  50538,  17418
860,  24141,  95892,  None,  55704
85917,  None,  99027,  93627,  None
84510,  8191,  45631,  29793,  94954
68915,  37596,  None,  81758,  67118
90040,  94841,  66399,  9280,  66524
35445,  44323,  25607,  52487,  None
24410,  69891,  94732,  89693,  90654
14575,  83336,  78657,  55618,  60419
74580,  59578,  42061,  83580,  34378
30664,  10866,  34386,  25868,  97989
85630,  58871,  13991,  47113,  56471
69,  72313,  76397,  43512,  54658
58040,  51671,  70882,  54562,  98844
68725,  30071,  7397,  71118,  64769
88862,  63451,  46736,  1533,  None
89495,  92856,  80737,  18937,  11739
43255,  4765,  28782,  21823,  97358
73905,  82776,  90107,  68988,  43189
77030,  32391,  79792,  78233,  75354
34675,  88316,  7797,  67798,  4439
error: quadratic probing cannot find any more empty slots within 120 probes
items unable to be stored in the hash table:
48600, 42622, 22802, 77266, 91122
24550, 1662

scheme 3 (division) - modulo: 120, bucket size: 1, chaining
# of collisions: 56, # of comparisons: 170, records inserted: 120, load factor: 1.0
63720,  66241,  22802,  1662,  63244
80645,  47646,  24550,  37568,  91122
77266,  42622,  8892,  44053,  48600
49335,  92896,  36497,  50538,  4765
860,  24141,  85917,  54472,  55704
34675,  94954,  99027,  71118,  95892
84510,  8191,  82776,  29793,  4439
68915,  37596,  248,  81758,  66399
90040,  94841,  43255,  44323,  66524
35445,  28782,  25607,  46681,  88862
24410,  69891,  94732,  89693,  90654
14575,  83336,  78657,  55618,  60419
74580,  42061,  97308,  7397,  30664
97358,  10866,  43512,  25868,  97989
85630,  58871,  54562,  47113,  21823
17418,  92856,  76397,  11267,  9280
58040,  18937,  70882,  52487,  98844
68725,  67118,  83580,  79792,  64769
54658,  63451,  93627,  1533,  46736
89495,  69,  80737,  75354,  11739
30071,  90107,  73905,  72313,  45631
78233,  43189,  67798,  68988,  88316
77030,  32391,  51671,  34378,  56471
34386,  51488,  7797,  13991,  59578

scheme 4 (division) - modulo: 113, bucket size: 1, linear
# of collisions: 811, # of comparisons: 931, records inserted: 120, load factor: 1.0
7797,  74580,  24410,  73905,  63244
22802,  54472,  43512,  77266,  76397
92896,  78657,  46681,  30071,  79792
9280,  17418,  21823,  10866,  97989
64769,  68725,  55618,  66241,  43189
42061,  34378,  59578,  50538,  90654
51671,  70882,  97308,  44323,  94841
34386,  248,  78233,  94732,  99027
4439,  30664,  71118,  94954,  88862
85917,  90107,  4765,  48600,  42622
91122,  24550,  37568,  7397,  1662
83336,  8191,  69891,  68988,  63451
80737,  81758,  52487,  88316,  1533
93627,  18937,  46736,  66399,  860
25607,  58040,  24141,  32391,  51488
69,  35445,  60419,  77030,  8892
37596,  66524,  98844,  54658,  89693
56471,  83580,  47646,  11267,  85630
92856,  97358,  13991,  45631,  90040
80645,  44053,  75354,  68915,  54562
11739,  63720,  49335,  28782,  25868
47113,  72313,  43255,  55704,  67118
29793,  14575,  89495,  58871,  36497
67798,  84510,  82776,  95892,  34675

scheme 5 (division) - modulo: 113, bucket size: 1, quadratic
# of collisions: 515, # of comparisons: 632, records inserted: 117, load factor: 0.975
7797,  67798,  24410,  74580,  73905
43255,  54472,  43512,  None,  76397
92896,  48600,  78657,  30071,  79792
9280,  17418,  21823,  10866,  97989
64769,  68725,  55618,  66241,  43189
42061,  34378,  59578,  50538,  90654
51671,  70882,  248,  44323,  94841
34386,  97308,  78233,  94732,  99027
46681,  30664,  4439,  85917,  88862
84510,  90107,  71118,  63244,  94954
4765,  None,  37568,  7397,  42622
83336,  8191,  69891,  68988,  63451
81758,  80737,  22802,  88316,  1533
52487,  93627,  46736,  66399,  860
25607,  58040,  24141,  32391,  51488
69,  35445,  60419,  77030,  8892
37596,  66524,  98844,  83580,  89693
56471,  11267,  18937,  47646,  85630
28782,  80645,  13991,  45631,  54658
90040,  44053,  75354,  68915,  54562
11739,  63720,  29793,  49335,  25868
47113,  72313,  34675,  55704,  67118
97358,  14575,  89495,  95892,  58871
82776,  None,  36497,  77266,  92856
error: quadratic probing cannot find any more empty slots within 120 probes
items unable to be stored in the hash table:
91122, 24550, 1662

scheme 6 (division) - modulo: 113, bucket size: 1, chaining
# of collisions: 59, # of comparisons: 150, records inserted: 120, load factor: 1.0
7797,  1662,  24410,  73905,  24550
91122,  54472,  43512,  77266,  76397
92896,  22802,  46681,  30071,  79792
97308,  17418,  42622,  10866,  4765
64769,  68725,  55618,  66241,  48600
42061,  34378,  59578,  90654,  63244
51671,  70882,  4439,  85917,  94841
34675,  94954,  78233,  94732,  99027
71118,  30664,  95892,  82776,  88862
84510,  90107,  29793,  248,  43255
28782,  49335,  37568,  44323,  80645
83336,  7397,  69891,  68988,  81758
97358,  66399,  54562,  88316,  1533
21823,  18937,  46736,  92856,  860
11267,  58040,  24141,  32391,  9280
47646,  35445,  60419,  8892,  54658
37596,  68915,  98844,  52487,  89693
55704,  67118,  83580,  93627,  85630
90040,  69,  13991,  75354,  80737
78657,  44053,  72313,  45631,  74580
11739,  63720,  25607,  43189,  25868
47113,  97989,  67798,  36497,  56471
66524,  14575,  89495,  34386,  50538
63451,  51488,  58871,  77030,  8191

scheme 7 (division) - modulo: 41, bucket size: 3, linear
# of collisions: 311, # of comparisons: 1173, records inserted: 120, load factor: 3.0
[37596, 860, 97989]
[10866, 32391, 74580]
[88316, 67118, 44323]
[90654, 28782, 43255]
[47113, 90040, 81758]
[59578, 78233, 54658]
[63720, 79792, 47646]
[7797, 36497, 52487]
[94841, 80737, 248]
[68725, 84510, 94954]
[13991, 54472, 85917]
[51671, 21823, 43512]
[37568, 99027, 49335]
[11739, 4439, 63244]
[56471, 76397, 9280]
[24410, 97308, 88862]
[43189, 1533, 4765]
[7397, 48600, 42622]
[30071, 22802, 77266]
[44053, 78657, 24550]
[14575, 34378, 66399]
[35445, 91122, 1662]
[55618, 94732, 85630]
[66524, 25607, 73905]
[83336, 63451, 93627]
[58040, 67798, 83580]
[60419, 68988, 89693]
[69891, 50538, 66241]
[34386, 69, 55704]
[97358, 46681, 29793]
[72313, 64769, 90107]
[92896, 71118, 34675]
[8191, 77030, 92856]
[89495, 51488, 24141]
[98844, 70882, 11267]
[68915, 17418, 54562]
[58871, 42061, 8892]
[30664, 75354, 46736]
[25868, 18937, 82776]
[45631, 80645, 95892]

scheme 8 (division) - modulo: 41, bucket size: 3, quadratic
# of collisions: 184, # of comparisons: 789, records inserted: 119, load factor: 2.975
[37596, 860, 97989]
[10866, 32391, 74580]
[88316, 67118, 80645]
[90654, 44323, 28782]
[47113, 90040, 81758]
[59578, 78233, 54658]
[63720, 79792, 43255]
[7797, 36497, 52487]
[94841, 80737, 248]
[68725, 84510, 95892]
[13991, 47646, 94954]
[51671, 21823, 43512]
[37568, 99027, 49335]
[11739, 77266, 24550]
[56471, 76397, 9280]
[24410, 97308, 88862]
[43189, 1533, 48600]
[7397, 4439, 54472]
[30071, 85917, 63244]
